Trace
Swept SA
A.08.55,N9000A
493400000,-78.4831921632056
493420000,-78.9471514450688
493440000,-78.5611790661331
493460000,-78.8513827509077
493480000,-79.0723217130411
493500000,-78.6180637865092
493520000,-78.2024938294652
493540000,-78.7272499224594
493560000,-78.4503913514651
493580000,-78.6636620105054
493600000,-78.6821554085434
493620000,-79.165081458247
493640000,-78.6706336442239
493660000,-79.1807527468962
493680000,-79.433422155077
493700000,-78.3270727139294
493720000,-78.6169602656877
493740000,-79.3336187990277
493760000,-79.2598533049126
493780000,-79.6794008187092
493800000,-79.1312754737852
493820000,-78.7905486518933
493840000,-78.8229077007068
493860000,-78.8602651629734
493880000,-78.4552025844285
493900000,-78.6545667551307
493920000,-79.0133200088752
493940000,-78.5999630279314
493960000,-78.798135105204
493980000,-78.675184414646
494000000,-78.5944375609206
494020000,-78.514299049038
494040000,-78.7888918109129
494060000,-78.905059306946
494080000,-78.7673057413793
494100000,-79.2101042277953
494120000,-79.3179189302285
494140000,-78.8186449413314
494160000,-78.8398357884577
494180000,-78.7077697306498
494200000,-78.9075458767924
494220000,-79.0932400882266
494240000,-78.9455928566547
494260000,-79.2769201964737
494280000,-78.9451810868742
494300000,-79.188346905573
494320000,-79.4026445118575
494340000,-78.8984809108271
494360000,-79.0847071688029
494380000,-78.5846951886141
494400000,-79.0048718509124
494420000,-78.3608491574996
494440000,-78.9107619073199
494460000,-78.4497730620801
494480000,-78.6374746387075
494500000,-78.7172815036643
494520000,-79.5572197096432
494540000,-79.0546281832482
494560000,-79.0052817411823
494580000,-79.1387342625132
494600000,-79.0607763058353
494620000,-78.6454764846233
494640000,-78.3625387196408
494660000,-78.7779584813457
494680000,-78.7245360494424
494700000,-79.3537897551034
494720000,-79.4682903333904
494740000,-78.8824190222726
494760000,-79.4586087170719
494780000,-79.2420673021355
494800000,-78.7193630028459
494820000,-78.8555029132759
494840000,-79.5373482892444
494860000,-79.1581651984062
494880000,-78.8853404613748
494900000,-78.9127161660567
494920000,-78.3039510491666
494940000,-78.8572889096826
494960000,-79.1662381445325
494980000,-79.2411594713181
495000000,-78.8450028180682
495020000,-78.6954634455512
495040000,-79.0481535541156
495060000,-78.9323701329622
495080000,-79.0902208791724
495100000,-79.26260337264
495120000,-78.8702562014186
495140000,-78.6132157191815
495160000,-78.2755198096608
495180000,-79.0310164740439
495200000,-78.7356645562949
495220000,-79.3632601456024
495240000,-79.2711567613438
495260000,-79.3713848700426
495280000,-78.6969598480813
495300000,-78.7753530685782
495320000,-78.8679061621278
495340000,-78.4878530579706
495360000,-79.0379117771922
495380000,-78.8156996711102
495400000,-78.7233022082176
495420000,-78.276744740634
495440000,-79.1662568288277
495460000,-78.7081151905291
495480000,-78.8321097103564
495500000,-78.9011715339538
495520000,-79.399036241944
495540000,-79.1882961282563
495560000,-79.1811157868436
495580000,-78.737350441344
495600000,-79.0934298501446
495620000,-79.2698584323897
495640000,-78.8304389411931
495660000,-79.1025079197628
495680000,-79.0724767088667
495700000,-79.3282021736775
495720000,-79.1664769695073
495740000,-78.9330414054244
495760000,-78.8907011719518
495780000,-79.2455337951566
495800000,-79.285279767039
495820000,-78.3759278911204
495840000,-78.8119398957899
495860000,-78.7809855434792
495880000,-78.3658053726571
495900000,-78.5116290640884
495920000,-78.738819615996
495940000,-78.9292721737335
495960000,-79.2456754943509
495980000,-78.9420191387206
496000000,-78.7019390513637
496020000,-78.8902741644049
496040000,-78.8864457782948
496060000,-79.3864270253741
496080000,-79.1629500234988
496100000,-79.1300781337482
496120000,-79.1208989518386
496140000,-78.8286235383328
496160000,-78.6257124554351
496180000,-78.6047206674805
496200000,-78.9178814957779
496220000,-78.9792656524982
496240000,-78.9206821923877
496260000,-78.7382711661235
496280000,-78.7980145621406
496300000,-78.9365509621747
496320000,-78.9135805648539
496340000,-79.1076680172164
496360000,-78.8008670486849
496380000,-78.8772548957827
496400000,-79.0444555870449
496420000,-78.3595445846362
496440000,-78.6843020241637
496460000,-79.0842535087527
496480000,-78.5314381947332
496500000,-78.8120825990239
496520000,-79.1902310129355
496540000,-78.4049313828688
496560000,-78.6148053195874
496580000,-78.6352447171472
496600000,-78.9107742515526
496620000,-78.747077952115
496640000,-78.8500986329007
496660000,-79.1300541150323
496680000,-78.8693347825854
496700000,-79.0403615385193
496720000,-78.63549641503
496740000,-79.0946185464642
496760000,-79.0936938357794
496780000,-79.031544114109
496800000,-79.064374654133
496820000,-78.9566227104526
496840000,-78.7251379989101
496860000,-78.7503909046621
496880000,-78.9802702163218
496900000,-78.4955613428878
496920000,-78.6238769700259
496940000,-79.0267956260638
496960000,-78.7251630522354
496980000,-78.5337876326287
497000000,-78.9830271186668
497020000,-78.987832022481
497040000,-79.0166358250498
497060000,-79.2049179699142
497080000,-79.5660442267851
497100000,-78.6063796997449
497120000,-78.5847479337357
497140000,-78.8893273882498
497160000,-79.0574341394189
497180000,-78.9190388640673
497200000,-78.8170882960246
497220000,-79.7355120267201
497240000,-79.0972906325412
497260000,-78.9998434367185
497280000,-79.1776947806973
497300000,-79.2205335817462
497320000,-79.0796846319926
497340000,-79.2061422432437
497360000,-78.9603821450297
497380000,-79.1362021063775
497400000,-78.6767094587298
497420000,-78.9748008552218
497440000,-78.8186054210144
497460000,-78.7475524266925
497480000,-78.7890927643799
497500000,-78.957824058617
497520000,-79.1832920821288
497540000,-78.6353278346807
497560000,-78.6978565117331
497580000,-78.7920549674281
497600000,-78.4687377137871
497620000,-79.1602728369378
497640000,-79.2778923879997
497660000,-78.9962583013635
497680000,-78.4220402222448
497700000,-78.7431361689409
497720000,-79.0954399566712
497740000,-78.8783239738781
497760000,-78.5539373696409
497780000,-78.8950918859086
497800000,-79.014779376863
497820000,-79.1696845856188
497840000,-79.2918901298113
497860000,-78.7633681504824
497880000,-79.3490112293703
497900000,-79.3210976491535
497920000,-78.9509126205809
497940000,-78.9974525793245
497960000,-78.8021959158213
497980000,-79.2567211704555
498000000,-79.1745240889493
498020000,-78.820527324849
498040000,-78.7055111033082
498060000,-78.5727556019278
498080000,-78.6836527090256
498100000,-78.8961741971103
498120000,-79.0664431670754
498140000,-79.2367392757279
498160000,-79.0357541472645
498180000,-79.1989258349336
498200000,-78.842478207233
498220000,-78.6636072611372
498240000,-78.7541284758811
498260000,-78.767949609258
498280000,-78.8914934487895
498300000,-78.8263519282455
498320000,-78.8323825492513
498340000,-78.5744607242631
498360000,-78.1746271084094
498380000,-78.533586964988
498400000,-78.815792662945
498420000,-78.465095679063
498440000,-78.704963795837
498460000,-78.5537659816491
498480000,-78.4674700515625
498500000,-78.1406448128304
498520000,-78.2464190413889
498540000,-77.6208817748918
498560000,-77.7095215195428
498580000,-77.5909823214796
498600000,-77.2735456955548
498620000,-76.7140309887824
498640000,-76.3390400054621
498660000,-76.4205485799144
498680000,-75.7411289008479
498700000,-75.254362859351
498720000,-74.7097060823031
498740000,-74.4222483951803
498760000,-73.7760209962408
498780000,-73.3955727783082
498800000,-72.9013806169503
498820000,-72.2071325889539
498840000,-72.0545756885789
498860000,-71.2570177981947
498880000,-70.7250033416531
498900000,-70.4360181129077
498920000,-69.7665248927157
498940000,-69.3265838804196
498960000,-68.8341648240552
498980000,-68.2794128833244
499000000,-67.7571133195937
499020000,-67.3657917086116
499040000,-66.8795030866017
499060000,-66.3456721076145
499080000,-65.9188694320713
499100000,-65.3870696127754
499120000,-64.9359218855874
499140000,-64.5007558030429
499160000,-64.2211703557341
499180000,-63.6178658641707
499200000,-63.2580909950284
499220000,-62.8372270982447
499240000,-62.4690079888889
499260000,-62.1151591937924
499280000,-61.7298915606429
499300000,-61.3675068447102
499320000,-61.0040331544311
499340000,-60.7701064695614
499360000,-60.3560933507521
499380000,-60.1050599000973
499400000,-59.7704514965773
499420000,-59.4248597720385
499440000,-59.1771378642951
499460000,-58.8937093446978
499480000,-58.6213934975365
499500000,-58.3822590394987
499520000,-58.1750974690945
499540000,-57.9468020997979
499560000,-57.6143977723789
499580000,-57.4336638918357
499600000,-57.2599704178413
499620000,-57.0232965073343
499640000,-56.7673658056591
499660000,-56.655430113736
499680000,-56.5524765725981
499700000,-56.3266823325504
499720000,-56.2450569814407
499740000,-56.0760985243837
499760000,-55.9704201229344
499780000,-55.8173500140156
499800000,-55.7649683155149
499820000,-55.6463026637748
499840000,-55.5616076981291
499860000,-55.4687949835403
499880000,-55.4246992084459
499900000,-55.3342968457873
499920000,-55.32271124707
499940000,-55.2612864994055
499960000,-55.2043612357597
499980000,-55.207583667545
500000000,-55.1604902575887
500020000,-55.159197391781
500040000,-55.1488765831446
500060000,-55.1867227049495
500080000,-55.2498232488444
500100000,-55.2431550790241
500120000,-55.3146979336132
500140000,-55.338017368681
500160000,-55.3621198616331
500180000,-55.4308651648114
500200000,-55.5528571582061
500220000,-55.6448845908379
500240000,-55.7314314371411
500260000,-55.9219889297017
500280000,-55.9806386125568
500300000,-56.1042853540072
500320000,-56.1981128082216
500340000,-56.4729865101293
500360000,-56.5491319524017
500380000,-56.7017979169204
500400000,-56.86505959944
500420000,-57.0889667677716
500440000,-57.2288551154794
500460000,-57.512772754866
500480000,-57.7060359500101
500500000,-57.9151197001326
500520000,-58.2382224829023
500540000,-58.469295893757
500560000,-58.6663996898548
500580000,-58.9074741442654
500600000,-59.2117708102101
500620000,-59.5167300535664
500640000,-59.7856740530935
500660000,-60.1237009156206
500680000,-60.3713137467854
500700000,-60.7534470237756
500720000,-61.1384218530741
500740000,-61.4201783236778
500760000,-61.8117111688324
500780000,-62.1791214073384
500800000,-62.5820998308625
500820000,-62.9657249699661
500840000,-63.3748067577399
500860000,-63.8344514246798
500880000,-64.1090520767878
500900000,-64.7041602167952
500920000,-65.0452311897291
500940000,-65.4981359280913
500960000,-65.9798857514552
500980000,-66.4807997634218
501000000,-66.8823273830942
501020000,-67.362521581394
501040000,-67.7860980609722
501060000,-68.4160853698451
501080000,-69.0331064351426
501100000,-69.3849986057044
501120000,-69.8913995879037
501140000,-70.4393309957675
501160000,-70.9695853810957
501180000,-71.480431020273
501200000,-72.0955092032292
501220000,-72.4089756188254
501240000,-73.1668314183208
501260000,-73.5520026934915
501280000,-74.0571049476769
501300000,-74.4212585629114
501320000,-74.8757109207517
501340000,-75.135003068437
501360000,-75.8042489965054
501380000,-76.2299321307416
501400000,-76.616452442564
501420000,-77.0254169155743
501440000,-77.254418791736
501460000,-77.3923640368053
501480000,-77.6706476147859
501500000,-77.9452295191166
501520000,-78.0798524109937
501540000,-78.1144227928913
501560000,-78.2081482209623
501580000,-78.4208818821914
501600000,-78.9185747557514
501620000,-79.0295203497289
501640000,-78.6903958984231
501660000,-79.2242354019064
501680000,-78.9961523414983
501700000,-79.4657748090256
501720000,-79.3967956010468
501740000,-78.5339895963367
501760000,-78.7695387693892
501780000,-78.8549253225393
501800000,-78.7383241936812
501820000,-79.0054872411036
501840000,-79.0996209155456
501860000,-78.9132265040939
501880000,-78.8218999917267
501900000,-78.7963208537287
501920000,-78.612671673771
501940000,-79.3480934468288
501960000,-79.4529380530925
501980000,-78.7412965213714
502000000,-78.5557862523432
502020000,-78.6003808308113
502040000,-79.0696881943581
502060000,-79.0994004957568
502080000,-79.1140853261263
502100000,-78.6069676113438
502120000,-78.616923184847
502140000,-78.8718368017062
502160000,-79.0539012932938
502180000,-79.140087120364
502200000,-79.2348659679478
502220000,-78.9000955642777
502240000,-78.8472835163963
502260000,-78.7192286889305
502280000,-78.3534575621362
502300000,-79.0160429497344
502320000,-78.3221710796945
502340000,-78.4351624275399
502360000,-78.7389005461548
502380000,-78.7565556960629
502400000,-78.8132786909925
502420000,-79.2226130823394
502440000,-78.3804876063424
502460000,-78.3073235578615
502480000,-78.7624632386173
502500000,-78.7365127088863
502520000,-78.6582293565353
502540000,-78.7833998673178
502560000,-79.0749507859118
502580000,-78.5546494668016
502600000,-78.7702307144228
502620000,-79.015694982727
502640000,-78.8072070477107
502660000,-79.1387479111174
502680000,-78.5382980654213
502700000,-78.8590632327547
502720000,-79.0108258670998
502740000,-79.0153870285991
502760000,-78.9103034026173
502780000,-79.1097428869967
502800000,-79.0576573435191
502820000,-78.9545974373717
502840000,-78.587396220079
502860000,-78.7616304974878
502880000,-78.4132950021183
502900000,-78.8216783299389
502920000,-79.0330877444346
502940000,-79.6807473845296
502960000,-78.3741011561417
502980000,-79.0356155214237
503000000,-78.8951297233125
503020000,-78.8803195246081
503040000,-78.779291916537
503060000,-78.6692810035526
503080000,-78.5615209123032
503100000,-79.181501429061
503120000,-79.3967918010501
503140000,-79.282020398932
503160000,-79.2902887468792
503180000,-78.960997313543
503200000,-79.2143458093935
503220000,-78.7692015264094
503240000,-78.846636791106
503260000,-78.1824365452793
503280000,-79.0877726703823
503300000,-78.2726454647983
503320000,-78.716296426888
503340000,-78.649259335875
503360000,-78.7948922136092
503380000,-78.8015984498521
503400000,-78.2863234296197
503420000,-78.6212760439241
503440000,-78.9361277442008
503460000,-78.4458506682285
503480000,-78.5510794191409
503500000,-78.5384898443801
503520000,-78.7081336466292
503540000,-78.8530060756391
503560000,-78.6809287651926
503580000,-78.9031674421392
503600000,-79.1484598751266
503620000,-78.8969569029894
503640000,-78.504646226717
503660000,-78.5626681321996
503680000,-78.8497019425274
503700000,-78.776846649042
503720000,-78.9801157211963
503740000,-79.0878102892679
503760000,-78.9029816554308
503780000,-78.9891562659279
503800000,-78.5499982195976
503820000,-78.97476894435
503840000,-78.6794535840368
503860000,-78.3527957624831
503880000,-78.5446712295001
503900000,-78.7796705418814
503920000,-78.6880083602517
503940000,-79.1148938031237
503960000,-78.6071376756499
503980000,-78.6241253085257
504000000,-78.8154389407398
504020000,-78.871422034889
504040000,-78.9637063100404
504060000,-78.5782666140669
504080000,-78.7485103307044
504100000,-78.9395734565406
504120000,-79.1732729717613
504140000,-79.1587446683163
504160000,-78.7239213882399
504180000,-79.0073474181387
504200000,-78.9018215849591
504220000,-79.1406600813012
504240000,-79.5767028427908
504260000,-78.7005774385177
504280000,-78.839719151991
504300000,-79.1775588468138
504320000,-78.2216648206396
504340000,-78.791260449251
504360000,-79.3702797587293
504380000,-79.079908609367
504400000,-79.0218216985413
504420000,-79.2189553986228
504440000,-79.397085263502
504460000,-79.0399044970795
504480000,-78.8173759336802
504500000,-79.4210769673739
504520000,-79.1352014750657
504540000,-79.0972492592172
504560000,-79.1625409862701
504580000,-78.676984571984
504600000,-78.8525286917549
504620000,-79.1016168586436
504640000,-78.8473650419008
504660000,-78.5682870575183
504680000,-78.6220598614959
504700000,-79.0511054917969
504720000,-79.26845230269
504740000,-78.8956762092215
504760000,-78.7365941882116
504780000,-78.5957896965045
504800000,-78.2397104583918
504820000,-78.6154834834644
504840000,-79.2603263785512
504860000,-79.4867518842576
504880000,-79.1945167640731
504900000,-79.0235365574843
504920000,-78.7000926063536
504940000,-78.6183446236727
504960000,-78.5629387745103
504980000,-78.7440243893758
505000000,-78.6348919039532
505020000,-78.813925844239
505040000,-79.1899080579105
505060000,-78.6076939441574
505080000,-78.7727165346806
505100000,-78.7442891264289
505120000,-78.3297740077362
505140000,-78.9015450940128
505160000,-79.1853988559028
505180000,-79.2849181270265
505200000,-79.1900523808019
505220000,-78.7117292211175
505240000,-78.9543669421747
505260000,-79.4129073891704
505280000,-79.2575409798044
505300000,-78.3637333139208
505320000,-78.7025369021813
505340000,-78.9369558598328
505360000,-78.5571549206927
505380000,-78.7777101266486
505400000,-78.7069274891605
505420000,-78.3539020536777
505440000,-78.5639115413216
505460000,-79.2463372829825
505480000,-79.2373429470289
505500000,-78.6695921009523
505520000,-78.8319579517177
505540000,-78.8570478481598
505560000,-78.9149707480394
505580000,-78.7780329968588
505600000,-78.5617706111401
505620000,-79.010030472235
505640000,-78.8058562723433
505660000,-79.2723461026969
505680000,-79.158396427598
505700000,-79.0883366180319
505720000,-78.7716401566784
505740000,-78.956016673303
505760000,-78.904235669833
505780000,-78.97374336742
505800000,-79.1646525297284
505820000,-78.880238568713
505840000,-79.0783620944272
505860000,-78.6328315317371
505880000,-78.9581924644744
505900000,-79.1203947797557
505920000,-79.0554762573184
505940000,-78.3564298599719
505960000,-78.9057293672051
505980000,-78.8253850443133
506000000,-78.6843028971283
506020000,-79.0074491613383
506040000,-77.9828849051688
506060000,-78.5514560161774
506080000,-78.7227773525885
506100000,-79.050619171299
506120000,-79.1896329087508
506140000,-78.8501867499145
506160000,-78.2166098935567
506180000,-78.1682193580914
506200000,-79.1576421890729
506220000,-79.0434370800158
506240000,-79.0915970774143
506260000,-78.8820673203068
506280000,-78.6830355857402
506300000,-78.822711037816
506320000,-79.212355183078
506340000,-78.4471098357589
506360000,-79.2648795777211
506380000,-78.7886832854856
506400000,-78.9696397094371
506420000,-78.8945906916447
506440000,-79.0405131742058
506460000,-78.6648247445867
506480000,-79.0566107916976
506500000,-79.2499102789482
506520000,-78.8670865469412
506540000,-78.8932563017906
506560000,-79.3471939417224
506580000,-79.4301472338751
506600000,-78.987416489879
506620000,-78.9253694206189
506640000,-79.1459267595819
506660000,-78.9834886920315
506680000,-78.87923690433
506700000,-78.5988802232507
506720000,-78.7230299032517
506740000,-78.5611743622623
506760000,-78.739468536058
506780000,-79.0095504566024
506800000,-78.5158018326392
506820000,-78.8588687681276
506840000,-78.7106279013049
506860000,-78.8883213153718
506880000,-78.5338357571106
506900000,-79.313596668705
506920000,-79.1481236947972
506940000,-79.2503815376182
506960000,-78.7071156349964
506980000,-78.2339621891011
507000000,-78.84067497497
507020000,-79.2527252871872
507040000,-78.9360915169002
507060000,-78.8818550442761
507080000,-78.4203624681479
507100000,-78.5720754728278
507120000,-78.7127737415144
507140000,-79.0581599482455
507160000,-78.7296277077185
507180000,-78.9162845147173
507200000,-79.2018451879377
507220000,-79.2600329860875
507240000,-78.9092904225037
507260000,-78.7482402932708
507280000,-78.6139164061313
507300000,-78.6545190938853
507320000,-79.0407268236364
507340000,-78.5136940957314
507360000,-78.182122714167
507380000,-78.1326204346551
507400000,-78.6979812320437
507420000,-78.6992978246915
507440000,-78.5457443855518
507460000,-78.5634113558368
507480000,-78.8806066774953
507500000,-78.9990709682053
507520000,-79.5925198426895
507540000,-79.0036981279667
507560000,-78.6860229001641
507580000,-78.3147630800066
507600000,-78.2778916685263
507620000,-78.6955108651644
507640000,-78.8257191695388
507660000,-78.4526721516952
507680000,-78.5659703257449
507700000,-78.8658262120793
507720000,-78.7927742865968
507740000,-78.6352920457279
507760000,-78.710053031561
507780000,-78.7574419411482
507800000,-78.5985152601252
507820000,-79.0156704228571
507840000,-78.7340364945546
507860000,-79.0535599927963
507880000,-79.3271831131136
507900000,-78.6390370029028
507920000,-78.7018124845978
507940000,-78.7228835126234
507960000,-78.7393312065841
507980000,-79.2477008795072
508000000,-78.6514247312188
508020000,-78.8423681266708
508040000,-79.3547609400469
508060000,-78.8734108826222
508080000,-78.6853543284326
508100000,-78.6218522094961
508120000,-78.4903200321484
508140000,-78.6088286107831
508160000,-78.5015523437199
508180000,-78.2408213994603
508200000,-78.4742311023266
508220000,-78.5073777457579
508240000,-78.6996913379518
508260000,-78.5822780679069
508280000,-78.8810085372039
508300000,-78.7187676092779
508320000,-78.9264798410704
508340000,-78.9005596963227
508360000,-78.7155869526607
508380000,-78.6560675046367
508400000,-79.4190762132542
508420000,-79.3042473634342
508440000,-79.1595963972423
508460000,-78.7096805039778
508480000,-78.6713950127936
508500000,-78.5905913406051
508520000,-78.9509741996056
508540000,-78.559936470723
508560000,-78.3555299711216
508580000,-78.5785390271699
508600000,-78.1779605969358
508620000,-78.4464660469475
508640000,-78.3562220619869
508660000,-79.0164257932028
508680000,-78.4889208766103
508700000,-78.8131909822298
508720000,-79.2046643292303
508740000,-78.7013024139366
508760000,-78.5707752911562
508780000,-78.7301760685158
508800000,-78.487460429697
508820000,-78.3148705661039
508840000,-78.0581689551345
508860000,-78.4338515936732
508880000,-78.9935197657734
508900000,-79.0502135867309
508920000,-78.3014064638247
508940000,-78.6292763561436
508960000,-78.6699371198439
508980000,-78.5886931975018
509000000,-78.8765174266193
509020000,-79.0989083467545
509040000,-78.9025799222529
509060000,-78.5518462769825
509080000,-78.6205738911514
509100000,-78.4755340393592
509120000,-78.9884570494331
509140000,-78.9488183881981
509160000,-78.7485949497237
509180000,-78.5762060231544
509200000,-78.7858118176056
509220000,-78.7469695205083
509240000,-78.6788579190665
509260000,-79.1562310488472
509280000,-78.8274436396827
509300000,-79.0348863773961
509320000,-78.6829545825104
509340000,-79.2312067222479
509360000,-79.0678863538816
509380000,-79.1174728471392
509400000,-78.3154359927665
509420000,-78.2304255665245
509440000,-78.5577314378754
509460000,-78.6416825068419
509480000,-78.5751200151933
509500000,-78.7938727333092
509520000,-78.8579066081503
509540000,-78.9239812102707
509560000,-79.5912634082411
509580000,-79.3915990540625
509600000,-78.5279484501899
509620000,-78.3554500841059
509640000,-78.4443292849246
509660000,-78.5107128412134
509680000,-78.3035143329084
509700000,-79.2337778755311
509720000,-78.9055472150049
509740000,-78.5717707366678
509760000,-78.7453859819777
509780000,-78.9850593165094
509800000,-79.0186164899335
509820000,-78.5086574266332
509840000,-79.1027729018963
509860000,-79.3759408931151
509880000,-78.5228279540329
509900000,-78.7347939616379
509920000,-79.1679419331298
509940000,-79.3724975427088
509960000,-78.9177491861889
509980000,-78.9171577383352
510000000,-78.841055337653
